gene,BRCA_vs_KIRC,BRCA_vs_LUAD,BRCA_vs_PRAD,BRCA_vs_COAD,KIRC_vs_LUAD,KIRC_vs_PRAD,KIRC_vs_COAD,LUAD_vs_PRAD,LUAD_vs_COAD,PRAD_vs_COAD
gene_13916,0.4263163741922053,0.027181854647058135,0.17563262159783877,0.2378050464445307,0.39913451954514717,0.601948995790044,0.664121420636736,0.2028144762448969,0.26498690109158884,0.06217242484669194
gene_16169,0.7683226149167796,0.019313469787370457,0.07677092802399732,0.047507078496894665,0.78763608470415,0.6915516868927822,0.7208155364198848,0.09608439781136777,0.06682054828426512,0.029263849527102648
gene_11346,0.2008658986990523,0.3383130696856401,0.27074273008158756,0.7858446261373996,0.13744717098658782,0.06987683138253525,0.5849787274383472,0.06757033960405257,0.4475315564517594,0.515101896055812
gene_19151,0.7120947220450392,0.1522992948106043,0.13967155965047295,0.15837970886090402,0.559795427234435,0.5724231623945663,0.5537150131841352,0.012627735160131354,0.006080414050299715,0.01870814921043107
gene_1510,0.7568185510890779,0.04166708128335497,0.019929336334772882,0.0212919345450769,0.715151469805723,0.7368892147543051,0.7355266165440011,0.02173774494858209,0.020375146738278074,0.0013625982103040168
gene_7234,0.42420300970729374,0.3369718813681457,0.18696381118171446,0.2683284798550847,0.08723112833914809,0.6111668208890082,0.15587452985220906,0.5239356925498602,0.06864340151306098,0.45529229103679913
gene_6593,0.6384701279252724,0.09143194887453432,0.09774382639291945,0.2161924985970084,0.547038179050738,0.7362139543181918,0.42227762932826396,0.18917577526745377,0.12476054972247408,0.31393632498992785
gene_16132,0.7079634723525918,0.02017954506171007,0.003217481000335729,0.0019033064501390758,0.6877839272908817,0.704745991352256,0.7098667788027309,0.016962064061374342,0.022082851511849147,0.005120787450474805
gene_7489,0.5685175198427327,0.2734920704159908,0.20307993652482537,0.037611912068669984,0.2950254494267419,0.3654375833179073,0.5309056077740627,0.07041213389116541,0.2358801583473208,0.16546802445615538
gene_4160,0.22889463943220556,0.26006778936628383,0.04912234203578647,0.28971055011490815,0.031173149934078284,0.1797722973964191,0.060815910682702604,0.21094544733049736,0.029642760748624316,0.24058820807912168
gene_6370,0.29059516740107977,0.22872338089754685,0.06945915502567405,0.019756185075662902,0.06187178650353292,0.36005432242675384,0.27083898232541687,0.29818253592322086,0.20896719582188394,0.08921534010133696
gene_9254,0.36697931653747606,0.19792976327812895,0.051244951190434596,0.36921718634434136,0.1690495532593471,0.41822426772791066,0.002237869806865328,0.24917471446856354,0.17128742306621242,0.42046213753477596
gene_19159,0.7190089078883095,0.0656473101367937,0.02400556153179062,0.28740884086556945,0.6533615977515158,0.7430144694201002,0.43160006702274006,0.08965287166858432,0.22176153072877575,0.31141440239736007
gene_4567,0.3959411746043531,0.11703196091365065,0.32354112275237407,0.3274149022765641,0.5129731355180037,0.07240005185197901,0.06852627232778896,0.4405730836660247,0.44444686319021476,0.0038737795241900463
gene_9169,0.23257409643922575,0.18368677797091576,0.4185002145853788,0.14895705109681373,0.41626087441014153,0.6510743110246046,0.3815311475360395,0.23481343661446302,0.03472972687410203,0.26954316348856505
gene_11903,0.006560636449886734,0.804110708471012,0.14913370409490334,0.08167283318864865,0.8106713449208987,0.15569434054479006,0.0882334696385354,0.6549770043761086,0.7224378752823633,0.06746087090625467
gene_17109,0.5974931838638156,0.14481041055236588,0.17037462761377942,0.22575323720092433,0.4526827733114497,0.767867811477595,0.37173994666289123,0.3151850381661453,0.08094282664855845,0.39612786481470375
gene_5453,0.4612114148389067,0.3302644125227277,0.761646784631412,0.3917720242739756,0.130947002316179,0.30043536979250535,0.06943939056493109,0.43138237210868435,0.061507611751247915,0.36987476035743644
gene_15586,0.23181700210025527,0.408878321380336,0.16772627441583354,0.4168372894761627,0.17706131928008073,0.06409072768442173,0.18502028737590742,0.24115204696450246,0.007958968095826701,0.24911101506032915
gene_9225,0.37631127828676864,0.30180999092180893,0.014463371190438945,0.4205076144786737,0.07450128736495967,0.3618479070963297,0.04419633619190508,0.28734661973137,0.11869762355686475,0.40604424328823474
gene_9529,0.23972811794651822,0.17955120904225197,0.08727030747846427,0.7340957354487518,0.060176908904266246,0.15245781046805393,0.4943676175022336,0.09228090156378768,0.5545445264064999,0.6468254279702875
gene_6369,0.29709730932800865,0.4023964980332536,0.017241093811477225,0.09260204516283993,0.10529918870524496,0.3143384031394859,0.20449526416516872,0.4196375918447308,0.3097944528704137,0.10984313897431716
gene_11358,0.39297063843773417,0.32983464172729493,0.2607362219596019,0.3537610438727184,0.06313599671043926,0.1322344164781323,0.03920959456501577,0.06909841976769304,0.023926402145423492,0.09302482191311653
gene_7792,0.6732211544549785,0.3501235336452088,0.0907691707242355,0.5998153379266328,0.32309762080976967,0.582451983730743,0.07340581652834577,0.25935436292097336,0.2496918042814239,0.5090461672023973
gene_13976,0.00313513278239387,0.0015060419215886444,0.8401968705204614,0.27528938273461756,0.0016290908608052254,0.8433320033028553,0.2784245155170114,0.8417029124420501,0.2767954246562062,0.5649074877858439
gene_706,0.5325312501615598,0.5511142966314567,0.4479310746461473,0.5519730075744973,0.01858304646989694,0.08460017551541249,0.019441757412937487,0.10318322198530944,0.0008587109430405459,0.10404193292834998
gene_220,0.755681329886819,0.002444321251842973,0.008017660987879687,0.004462318921191359,0.758125651138662,0.7476636688989393,0.7601436488080103,0.01046198223972266,0.0020179976693483863,0.012479979909071046
gene_18135,0.0049583036235798465,0.014885115615142809,0.7291360502381109,0.018211906771896977,0.019843419238722654,0.7340943538616908,0.02317021039547682,0.7142509346229682,0.0033267911567541678,0.7109241434662139
gene_11566,0.6603675171325589,0.0664681442655962,0.011641612091753364,0.018087691319364704,0.726835661398155,0.6720091292243122,0.6784552084519235,0.05482653217384284,0.0483804529462315,0.00644607922761134
gene_17145,0.13736554837845993,0.41519930548945205,0.1542447503681278,0.5282405084178663,0.2778337571109921,0.016879201989667886,0.39087496003940636,0.26095455512132426,0.11304120292841419,0.37399575804973845
gene_8801,0.6583979648102625,0.06447252367846329,0.02891053651702502,0.049863412380323366,0.5939254411317991,0.6873085013272875,0.7082613771905858,0.09338306019548831,0.11433593605878666,0.020952875863298345
gene_11353,0.08233295918351477,0.016003905882891356,0.15339543865600835,0.5571015483751841,0.06632905330062341,0.23572839783952315,0.6394345075586988,0.1693993445388997,0.5731054542580755,0.4037061097191757
gene_19313,0.5069202566217551,0.35340649302145405,0.8240518583577748,0.3984887358888983,0.1535137636003011,0.31713160173601973,0.10843152073285683,0.47064536533632084,0.04508224286744428,0.42556312246887656
gene_4422,0.18094623556978298,0.5609047667750673,0.0960945943652815,0.36330992470776974,0.3799585312052842,0.08485164120450148,0.18236368913798676,0.4648101724097857,0.1975948420672975,0.26721533034248823
gene_134,0.4808601239228384,0.25464570431125466,0.14850511486349663,0.49843611386943876,0.22621441961158367,0.33235500905934173,0.017575989946600368,0.10614058944775806,0.24379040955818404,0.3499309990059421
gene_7896,0.614043708609664,0.5136926224608422,0.03246186497289953,0.7116584463283748,0.10035108614882171,0.5815818436367645,0.09761473771871088,0.48123075748794275,0.1979658238675326,0.6791965813554753
gene_14818,0.39384977319493764,0.03684165526930662,0.022041769630469617,0.392482438487256,0.35700811792563103,0.371808003564468,0.0013673347076816333,0.014799885638837003,0.3556407832179494,0.3704406688567864
gene_7395,0.10206894398532118,0.26911638395376075,0.08831620857164091,0.6267251995643757,0.37118532793908193,0.1903851525569621,0.7287941435496967,0.18080017538211984,0.35760881561061486,0.5384089909927348
gene_2277,0.33061588942258296,0.14736603173145751,0.16071749810603017,0.31645558062469237,0.4779819211540405,0.16989839131655277,0.014160308797890597,0.30808352983748766,0.4638216123561499,0.15573808251866217
gene_15895,0.002161515440524641,0.7396340650080888,0.0461311607582625,0.012893473984267089,0.7417955804486135,0.04829267619878714,0.01505498942479173,0.6935029042498264,0.7267405910238217,0.03323768677399541
gene_4031,0.4097798929935124,0.1670061259766692,0.5046774772251414,0.16055098900121823,0.24277376701684322,0.09489758423162903,0.2492289039922942,0.33767135124847225,0.00645513697545097,0.3441264882239232
gene_7943,0.07167395781138725,0.21523750222907503,0.23530372993727672,0.28469576105250055,0.2869114600404623,0.16362977212588947,0.2130218032411133,0.4505412321663518,0.4999332632815756,0.04939203111522383
gene_3869,0.27176283611380353,0.26115721726451224,0.13391693464169763,0.251389224794005,0.010605618849291289,0.1378459014721059,0.020373611319798562,0.12724028262281462,0.009767992470507272,0.11747229015230735
gene_9467,0.17130215244680738,0.2789536496753473,0.14005158199696288,0.3770147471022395,0.45025580212215466,0.31135373444377024,0.5483168995490468,0.13890206767838442,0.09806109742689217,0.2369631651052766
gene_16337,0.6697418975676547,0.09588746093983447,0.028544957424573275,0.721879116247674,0.5738544366278202,0.6411969401430814,0.052137218680019304,0.06734250351526119,0.6259916553078395,0.6933341588231007
gene_16246,0.7165257919988245,0.01951500343317493,0.08660870129505902,0.05508055299778214,0.7360407954319994,0.8031344932938835,0.7716063449966066,0.06709369786188409,0.03556554956460721,0.031528148297276876
gene_2506,0.010493558347140552,0.5560374152368355,0.05349705902826525,0.2390641901272884,0.5665309735839761,0.0430035006811247,0.24955774847442896,0.6095344742651008,0.31697322510954706,0.29256124915555365
gene_12568,0.16774458281439047,0.11370205097162055,0.6079525661071286,0.08055611311550231,0.28144663378601104,0.44020798329273814,0.08718846969888816,0.7216546170787491,0.19425816408712288,0.5273964529916263
gene_16392,0.7407098934564094,0.07318392396849663,0.07926440826044079,0.002885582949875211,0.6675259694879128,0.6614454851959686,0.7378243105065342,0.00608048429194416,0.07029834101862141,0.07637882531056557
gene_16402,0.6025682832290192,0.23185388008677527,0.09605611323379117,0.007242501125364231,0.37071440314224396,0.5065121699952281,0.6098107843543835,0.13579776685298411,0.2390963812121395,0.1032986143591554
gene_7490,0.6226924781959311,0.22173125468633034,0.05020596138962034,0.0006173563309401775,0.40096122350960073,0.5724865168063107,0.6233098345268713,0.17152529329671,0.22234861101727052,0.05082331772056052
gene_4617,0.4297198384470584,0.3263318060779265,0.8361295057862191,0.39563376024302405,0.10338803236913191,0.40640966733916073,0.034086078204034365,0.5097976997082927,0.06930195416509755,0.4404957455431951
gene_4737,0.6096538718576431,0.2374834277880526,0.22832073806838954,0.6334854111750962,0.3721704440695905,0.38133313378925354,0.023831539317453077,0.009162689719663053,0.39600198338704357,0.4051646731067066
gene_15894,0.014644634446243442,0.6815538548792531,0.016008080551334875,0.24586094633132177,0.6669092204330096,0.030652714997578316,0.23121631188507835,0.697561935430588,0.4356929085479313,0.2618690268826567
gene_13084,0.43634945147035603,0.09629149800244254,0.12244880447015652,0.3763577649592807,0.5326409494727986,0.5587982559405126,0.05999168651107534,0.026157306467713984,0.4726492629617232,0.49880656942943724
gene_5836,0.33785183716224576,0.09724583929410928,0.13630374457882086,0.1457676890962848,0.43509767645635505,0.47415558174106665,0.48361952625853055,0.03905790528471158,0.04852184980217551,0.009463944517463935
gene_9652,0.6255461162960859,0.5206604279351739,0.3938600488394098,0.65126190912123,0.10488568836091203,0.23168606745667616,0.025715792825144135,0.12680037909576414,0.13060148118605616,0.2574018602818203
gene_3921,0.7237887392105208,0.08700411326004028,0.02722521991265093,0.744566074431351,0.6367846259504806,0.7510139591231717,0.02077733522083025,0.11422933317269121,0.6575619611713108,0.771791294344002
gene_2248,0.5129645110398823,0.4705794571740315,0.10359006322395775,0.5441953285962902,0.04238505386585085,0.4093744478159246,0.03123081755640783,0.3669893939500737,0.07361587142225867,0.4406052653723324
gene_18383,0.1526504817881594,0.4075676286084545,0.03651826051947854,0.5623349570947043,0.560218110396614,0.18916874230763794,0.7149854388828637,0.371049368088976,0.15476732848624974,0.5258166965752258
gene_19648,0.01852972749703776,0.5307773418109062,0.03342463441406769,0.03203984625538789,0.5493070693079439,0.014894906917029927,0.01351011875835013,0.5642019762249738,0.5628171880662941,0.0013847881586797964
gene_18753,0.339771770923584,0.2623363899773787,0.39936134949918933,0.311397555867855,0.07743538094620536,0.7391331204227733,0.02837421505572904,0.661697739476568,0.04906116589047632,0.7107589053670443
gene_3737,0.04347072977784397,0.02011454809706415,0.7167913821774877,0.05380046160905224,0.023356181680779815,0.7602621119553317,0.010329731831208272,0.7369059302745519,0.03368591351198809,0.77059184378654
gene_357,0.4454716492394284,0.4775412588304224,0.471848762255056,0.41841773981349784,0.03206960959099403,0.02637711301562761,0.02705390942593055,0.005692496575366416,0.05912351901692457,0.05343102244155816
gene_7496,0.01400320567753649,0.05396383093029933,0.03295345048748649,0.10135193189829972,0.06796703660783582,0.04695665616502298,0.11535513757583621,0.021010380442812837,0.04738810096800039,0.06839848141081323
gene_5017,0.047940072118777224,0.41653311470989907,0.03284214155273425,0.4539618567103181,0.3685930425911218,0.015097930566042972,0.4060217845915408,0.3836909731571648,0.03742874200041901,0.42111971515758384
gene_13998,0.524389281541745,0.13581329347559157,0.04232470692643919,0.7071909870850606,0.38857598806615345,0.48206457461530583,0.18280170554331554,0.09348858654915239,0.571377693609469,0.6648662801586214
gene_4598,0.40489215483457264,0.32859563378335443,0.35508628227661687,0.406508914017591,0.07629652105121817,0.04980587255795572,0.0016167591830183736,0.026490648493262464,0.07791328023423655,0.05142263174097409
gene_15591,0.0008704029098915121,0.5399028927366689,0.021038985081785512,0.025167598530284125,0.5407732956465604,0.020168582171894003,0.024297195620392613,0.5609418778184544,0.5650704912669531,0.00412861344849861
gene_6935,0.5678053181455393,0.16476285130210372,0.10969521087270187,0.5392132000902344,0.4030424668434356,0.4581101072728374,0.028592118055304816,0.05506764042940185,0.37445034878813077,0.4295179892175326
gene_13413,0.14356130634320524,0.2653837546176322,0.14771103734418278,0.3627019897788776,0.12182244827442695,0.004149731000977541,0.21914068343567233,0.11767271727344941,0.09731823516124538,0.2149909524346948
gene_4178,0.06302208682610436,0.21446478148990356,0.7020473218590952,0.060025213556902005,0.2774868683160079,0.7650694086851996,0.002996873269202352,0.4875825403691917,0.27448999504680555,0.7620725354159973
gene_17664,0.0369333968791688,0.008110739400727512,0.5891870775974,0.09950177082710068,0.028822657478441288,0.5522536807182311,0.13643516770626948,0.5810763381966724,0.1076125102278282,0.6886888484245006
gene_4247,0.24864978232925025,0.18247550747004848,0.2741524115690985,0.26248404479902865,0.06617427485920177,0.5228021938983487,0.013834262469778397,0.45662791903914696,0.08000853732898017,0.5366364563681271
gene_8024,0.10879508466568366,0.39307106585651563,0.5296819037947011,0.5657967740999329,0.5018661505221993,0.6384769884603848,0.6745918587656166,0.13661083793818554,0.17272570824341726,0.03611487030523172
gene_9051,0.23722511814660108,0.04516233709598877,0.3630090378808495,0.09794931361520953,0.28238745524258985,0.6002341560274506,0.13927580453139154,0.3178467007848607,0.1431116507111983,0.460958351496059
gene_7505,0.05406383808964843,0.03428812740621001,0.11384341864339809,0.009679245176429596,0.01977571068343842,0.059779580553749656,0.044384592913218834,0.07955529123718807,0.024608882229780416,0.10416417346696849
gene_18381,0.2307780636646169,0.1741297001262666,0.4209655398179688,0.2556366757593451,0.4049077637908835,0.6517436034825856,0.486414739423962,0.2468358396917022,0.08150697563307852,0.16532886405862368
gene_3645,0.030333437038705655,0.3575821661997027,0.29557211693784213,0.6771512516686122,0.38791560323840835,0.3259055539765478,0.7074846887073178,0.062010049261860545,0.3195690854689095,0.38157913473077004
gene_1554,0.3294428321676677,0.1840713889175694,0.16135715001244444,0.35478266643525813,0.1453714432500983,0.4907999821801121,0.025339834267590455,0.34542853893001385,0.17071127751768875,0.5161398164477026
gene_16372,0.5011831829012345,0.2965906199360842,0.5465537485950409,0.13026963946366749,0.20459256296515038,0.045370565693806375,0.3709135434375671,0.24996312865895676,0.16632098047241672,0.4162841091313735
gene_1858,0.8462683635688267,0.15296365061444406,0.0020698356852167105,0.13203814136977324,0.6933047129543827,0.84419852788361,0.7142302221990535,0.15089381492922735,0.02092550924467082,0.12996830568455653
gene_4205,0.26401325828312106,0.25347105132191494,0.030001285627563712,0.19525855833410738,0.010542206961206113,0.23401197265555734,0.45927181661722843,0.22346976569435123,0.4487296096560223,0.2252598439616711
gene_19913,0.5244330966420684,0.36997629196197973,0.8074272695721725,0.40199510377555975,0.1544568046800887,0.2829941729301041,0.1224379928665087,0.4374509776101928,0.03201881181358002,0.4054321657966128
gene_1410,0.41346854167477093,0.13154429764842632,0.09641592304512875,0.25893538506855585,0.5450128393231972,0.5098844647198997,0.6724039267433268,0.03512837460329757,0.12739108742012953,0.1625194620234271
gene_3440,0.08367759621767583,0.220232915984018,0.15473279391264422,0.8085499538124582,0.1365553197663422,0.07105519769496838,0.7248723575947824,0.06550012207137382,0.5883170378284401,0.653817159899814
gene_5667,0.26146978746196214,0.16389133186617155,0.008217285782440652,0.8891710283581633,0.09757845559579062,0.2532525016795215,0.6277012408962012,0.1556740460837309,0.7252796964919918,0.8809537425757227
gene_19446,0.4535647902954467,0.3019503792454423,0.34953978731848945,0.5306104346268097,0.15161441105000442,0.1040250029769573,0.0770456443313629,0.047589408073047124,0.22866005538136733,0.1810706473083202
gene_2639,0.5400821946525944,0.3773786577897961,0.13421755331711285,0.5410148418733909,0.16270353686279837,0.6742997479697074,0.0009326472207963343,0.511596211106909,0.1636361840835947,0.6752323951905037
gene_13217,0.4028324781640162,0.3014316208509126,0.30651243978300663,0.13388279918104007,0.7042640990149287,0.7093449179470228,0.5367152773450563,0.0050808189320940556,0.1675488216698725,0.17262964060196656
gene_15668,0.4477845887201829,0.2493101069299387,0.32039484116334105,0.028869469360666034,0.6970946956501216,0.1273897475568418,0.47665405808084893,0.5697049480932798,0.22044063756927268,0.3492643105240071
